Name,District,Description,Region,Category,Eestimated_time_to_visit,Foreign_Adult,Foreign_Child,Local_Adult,Local_Child,Student,Free_Entry,Latitude,Longitude,Main Image,Thumbnail_Image,Gallery_Image 1,Gallery_Image 2,Gallery_Image 3
Kanneliya Forest,Galle,A UNESCO World Heritage rainforest with well-marked trekking routes and a variety of endemic flora and fauna. This lush forest is ideal for adventurous nature walks and wildlife spotting.,Southern,Nature,4,1500,800,100,50,30,No,6.250992014,80.33801035,,,,,
Paragoda Royal Temple,Galle,An ancient temple adorned with exquisite murals and traditional Sinhalese architectural features. It serves as a spiritual site and a place to learn about local heritage.,Southern,Religious,2,0,0,0,0,0,Yes,6.065323017,80.37708647,,,,,
Martin Wickramasinghe Folk Art Center,Galle,"A cultural museum dedicated to one of Sri Lanka’s greatest writers, showcasing folk art, traditional crafts, and rural village life exhibits. Visitors gain insight into Sri Lankan culture and history.",Southern,Historical,2,500,300,100,50,30,No,5.990202057,80.32799503,,,,,
Thuparama Temple Ginthota,Galle,"A tranquil Buddhist temple located by the river, featuring a stupa and serene shrine room. It is a peaceful place for meditation and local religious ceremonies.",Southern,Religious,1,0,0,0,0,0,Yes,6.06459777,80.18071692,,,,,
Devol Shrine (Sinigama Shrine),Galle,"A sacred coastal temple dedicated to the deity Devol, known for blessings related to health and protection. The shrine is a popular pilgrimage spot with traditional rituals.",Southern,Religious,1,0,0,0,0,0,Yes,6.157480122,80.09207917,,,,,
Coral Garden,Galle,A vibrant coral reef area near Hikkaduwa offering colorful marine life and glass-bottom boat rides. It’s a must-visit for snorkeling enthusiasts and marine nature lovers.,Southern,Scenic,3,1000,500,0,0,0,No,6.135400162,80.0994836,,,,,
Star Fort,Matara,"A historic star-shaped fort built by the Dutch, offering panoramic views of Matara city and the sea. It's a great place to explore colonial military architecture.",Southern,Historical,2,-,-,-,-,-,Yes,5.949355206,80.5484537,,,,,
Matara Fort,Matara,"A well-preserved fort with a rich colonial history, featuring walls, bastions, and a moat. It houses museums and is a cultural hub in Matara.",Southern,Historical,2,0,0,0,0,-,Yes,5.944575488,80.54829595,,,,,
Old Dutch Trade Centre (Nupe Market),Matara,"A historic trading post with Dutch colonial influence, now a lively market area with local goods, crafts, and foods. Visitors experience vibrant local culture here.",Southern,Historical/Urban,2,-,-,-,-,-,Yes,5.948162687,80.535055,,,,,
Weherahena Temple,Matara,A large Buddhist temple with a huge Buddha statue and beautiful murals depicting Buddhist teachings. A peaceful site for spiritual reflection.,Southern,Religious,2,-,-,-,-,-,Yes,5.953134137,80.57526517,,,,,
Shrine of Our Lady of Matara,Matara,"A Catholic shrine dedicated to the Virgin Mary, attracting pilgrims with its serene ambiance and religious ceremonies. The shrine holds significant historical value in the region.",Southern,Religious,1,-,-,-,-,-,Yes,5.94345866,80.55198692,,,,,
Matara Bodhiya,Matara,"An ancient sacred Bo tree considered one of the oldest in the country, located in a serene temple setting. It is an important religious and cultural site.",Southern,Religious,1,-,-,-,-,-,Yes,5.948611571,80.5474042,,,,,
Polhena Beach,Matara,"A calm beach with a natural coral reef lagoon perfect for safe swimming and snorkeling, especially for families. It's known for its clear waters and marine life.",Southern,Beach,3,-,-,-,-,-,Yes,5.936508897,80.52627766,,,,,
Medawatta Beach,Matara,"A quiet sandy beach popular among locals for fishing and relaxing, surrounded by coconut palms and small eateries. Great for a peaceful seaside visit.",Southern,Beach,2,-,-,-,-,-,Yes,5.939268278,80.56891327,,,,,
Dondra Head,Matara,"The southernmost point of Sri Lanka, offering dramatic sea cliffs and a historic lighthouse. Visitors enjoy breathtaking ocean views and sunset watching.",Southern,Scenic,2,-,-,-,-,-,Yes,5.922108387,80.5938947,,,,,
Hiriketiya Beach,Matara,"A crescent-shaped beach famous for its soft sand, beginner-friendly surfing waves, and vibrant local cafes. A hotspot for young travelers and surfers.",Southern,Beach,3,-,-,-,-,-,Yes,5.963083118,80.70668218,,,,,
Weligama Bay,Matara,"Known for gentle waves, Weligama Bay is a popular surfing destination, also featuring a busy fishing harbor and seaside restaurants. It’s great for water sports and seafood lovers.",Southern,Beach,3,-,-,-,-,-,Yes,5.972073366,80.43096177,,,,,
Snake Farm Thelijjawila,Matara,"A specialized snake farm exhibiting various species of snakes native to Sri Lanka, offering educational tours about snake behavior and venom. Safety-focused and informative.",Southern,Nature/Education,1,500,300,150,75,50,No,6.042785225,80.48455074,,,,,
Kamburugamuwa Lake,Matara,"A peaceful freshwater lake surrounded by greenery, popular for birdwatching and fishing. Ideal for a quiet retreat into nature.",Southern,Nature,2,-,-,-,-,-,Yes,5.943087644,80.50170089,,,,,
Kottawa Rainforest,Matara,"A dense tropical rainforest area with walking trails and diverse flora and fauna, perfect for nature lovers and trekking enthusiasts.",Southern,Nature,3,1000,500,200,100,50,No,6.094881235,80.32406381,,,,,
Parevi Duwa Temple (Pigeons Island),Matara,"A small island temple known for its large population of pigeons, attracting both religious visitors and bird watchers. Accessible by boat with scenic coastal views.",Southern,Religious/Nature,2,-,-,-,-,-,Yes,5.941733745,80.54924861,,,,,
Kalametiya Bird Sanctuary,Matara,"A wetland sanctuary hosting a variety of migratory and native bird species, ideal for birdwatchers and nature photographers. Boardwalks and hides provide close views of the wildlife.",Southern,Nature,3,1500,750,250,125,100,No,6.080796021,80.92982355,,,,,
Mirissa Beach,Matara,"A famous beach with golden sands, clear blue water, and vibrant nightlife. It’s also a base for whale watching tours and water activities.",Southern,Beach,3,-,-,-,-,-,Yes,5.945041326,80.45782677,,,,,
Secret Beach Mirissa,Matara,"A secluded, lesser-known beach near Mirissa, perfect for visitors seeking privacy and calm waters. It’s a hidden gem with natural beauty and limited crowds.",Southern,Beach,2,-,-,-,-,-,Yes,5.943931491,80.4499461,,,,,
Parrot Rock Beach,Matara,A small rocky beach area near Mirissa known for parrot populations and stunning coastal views. The rocky outcrop is ideal for photography and birdwatching.,Southern,Scenic,1,-,-,-,-,-,Yes,5.94165716,80.46221631,,,,,
Coconut Tree Hill Mirissa,Matara,"A famous scenic hill covered with hundreds of coconut trees overlooking the Indian Ocean, popular for stunning sunrise and sunset views. Ideal for nature lovers and photographers.",Southern,Scenic/Nature,2,-,-,-,-,-,Yes,5.939523418,80.46819908,,,,,
Devinuwara (Dondra) Temple,Matara,"An ancient Hindu temple complex near Dondra Head, dedicated to multiple deities, known for its vibrant festivals and cultural importance.",Southern,Religious,2,-,-,-,-,-,Yes,5.927972737,80.58902682,,,,,
Kudawella Beach,Matara,"A quiet sandy beach with calm waters, ideal for swimming and relaxing away from crowded tourist spots. It also has nearby fishing villages to explore.",Southern,Beach,3,-,-,-,-,-,Yes,5.979081255,80.72361761,,,,,
Mulkirigala Raja Maha Viharaya (nearby),Matara,"An ancient rock temple complex with Buddhist frescoes and statues, situated on a rocky hill providing panoramic views of surrounding jungles.",Southern,Religious/Historical,3,0,0,0,0,-,Yes,6.122691814,80.73822832,,,,,
Kirala Kele Forest Reserve,Matara,"A protected forest reserve known for its rich biodiversity including endemic bird species, ideal for birdwatching and eco-tours.",Southern,Nature,3,1200,600,200,100,50,No,5.967540776,80.53767677,,,,,
Nilwala River Estuary,Matara,"A scenic estuary where the Nilwala River meets the sea, supporting diverse aquatic life and attracting migratory birds, popular for boat rides and fishing.",Southern,Nature,2,-,-,-,-,-,Yes,5.94005238,80.53711215,,,,,
Gintota Beach,Matara,"A quiet beach spot with golden sand and calm waves, often visited by locals for fishing and swimming. It’s surrounded by coconut plantations.",Southern,Beach,2,-,-,-,-,-,Yes,6.062070292,80.17502054,,,,,
Rathgama Beach,Matara,"A serene beach with soft sand and crystal-clear waters, popular for relaxation and water sports like snorkeling and diving.",Southern,Beach,3,-,-,-,-,-,Yes,6.091325996,80.13960925,,,,,
Wella Devalaya Temple,Matara,"A historic Hindu temple known for its unique architecture and colorful festivals, attracting devotees and tourists alike.",Southern,Religious,1,-,-,-,-,-,Yes,6.006534912,80.24391371,,,,,
Weligama Stilt Fishermen Spot,Matara,"Famous for its traditional fishermen perched on stilts in the sea, this spot offers a unique cultural experience and photo opportunity.",Southern,Cultural/Scenic,1,-,-,-,-,-,Yes,5.985562874,80.32920041,,,,,
Yala East National Park (southern edge touches Matara district),Matara,"The eastern boundary of the renowned Yala National Park lies near Matara, known for diverse wildlife including elephants, leopards, and birds. Safari tours are a major attraction.",Southern,Wildlife/Nature,6,4000,2000,1000,500,250,No,6.293112464,81.41213838,,,,,
Talalla Beach,Matara,"A quiet, unspoiled beach known for its serene atmosphere and turtle nesting grounds, perfect for eco-tourism and relaxation.",Southern,Beach,3,-,-,-,-,-,Yes,5.946850084,80.62540049,,,,,
Gregory Lake,Nuwara Eliya,"A beautiful artificial lake in Nuwara Eliya ideal for boating, picnics, and relaxing strolls surrounded by cool mountain air.",Central,Recreation/Nature,2,0,0,0,0,-,Yes,6.956828242,80.77834925,,,,,
Hakgala Botanical Gardens,Nuwara Eliya,"Known for its diverse flora including orchids and roses, this garden offers peaceful walks and panoramic views near Hakgala Mountain.",Central,Botanical Garden,2,0,0,0,0,-,Yes,6.926808554,80.82156058,,,,,
Seetha Amman Temple,Nuwara Eliya,"A sacred Hindu temple linked to the Ramayana epic, famous for its colorful architecture and spiritual significance in Nuwara Eliya.",Central,Religious/Cultural,1,-,-,-,-,-,Yes,6.933449851,80.8105012,,,,,
Lovers’ Leap Waterfall,Nuwara Eliya,"A scenic waterfall surrounded by misty mountains and local legends, a popular spot for photography and nature lovers.",Central,Nature/Scenic,1,-,-,-,-,-,Yes,6.978472781,80.78658824,,,,,
Victoria Park,Nuwara Eliya,"A well-maintained public park in Nuwara Eliya with flower beds, walking paths, and a playground, great for families and leisurely walks.",Central,Recreation,1,-,-,-,-,-,Yes,6.967545291,80.76874583,,,,,
Moon Plains,Nuwara Eliya,"Vast open grasslands offering stunning views and a tranquil environment, perfect for nature walks and photography near Nuwara Eliya.",Central,Nature/Scenic,2,-,-,-,-,-,Yes,6.952550524,80.79643625,,,,,
Pedro Tea Estate,Nuwara Eliya,"A historic tea plantation where visitors can tour the factory, learn about tea production, and enjoy panoramic views of the lush hills.",Central,Agricultural/Tourism,2,1000,500,500,250,250,No,6.953402714,80.77359191,,,,,
Nuwara Eliya Golf Club,Nuwara Eliya,"One of Sri Lanka’s oldest golf clubs set in picturesque surroundings, offering golfing facilities for enthusiasts and tourists.",Central,Recreation/Sports,2,2000,1000,1000,500,500,No,6.953488795,80.77381023,,,,,
Holy Trinity Church,Nuwara Eliya,A historic Anglican church known for its beautiful stained-glass windows and colonial architecture in the heart of Nuwara Eliya.,Central,Religious/Cultural,1,-,-,-,-,-,Yes,6.972587764,80.7714628,,,,,
Lake Gregory Boating,Nuwara Eliya,Boating facilities at Gregory Lake offering pedal boats and row boats for a peaceful water experience amidst scenic mountain views.,Central,Recreation,1,500,250,200,100,100,No,6.95347238,80.7795441,,,,,
Ambewela Dairy Farm,Nuwara Eliya,"A large dairy farm known as “Little New Zealand,” showcasing modern dairy farming with scenic green pastures and farm tours.",Central,Agricultural/Tourism,2,1000,500,500,250,250,No,6.870620309,80.79567324,,,,,
Bomburu Ella Waterfall,Nuwara Eliya,"A beautiful multi-tiered waterfall surrounded by lush greenery, popular among trekkers and nature enthusiasts near Nuwara Eliya.",Central,Nature/Adventure,3,-,-,-,-,-,Yes,6.94781209,80.83064944,,,,,
Ramboda Falls,Nuwara Eliya,"A majestic waterfall cascading down a rocky cliff, accessible via the scenic Ramboda Pass and a favorite stop for travelers in the area.",Central,Nature/Scenic,1,-,-,-,-,-,Yes,7.054782127,80.70529878,,,,,
Devon Falls,Nuwara Eliya,"Known as the “Veil of the Valley,” this stunning waterfall is surrounded by tea plantations and offers excellent photo opportunities.",Central,Nature/Scenic,1,-,-,-,-,-,Yes,6.951354995,80.62957461,,,,,
St. Clair’s Falls,Nuwara Eliya,"One of Sri Lanka’s widest waterfalls, known for its dramatic cascades and scenic viewpoints accessible from nearby roads and trails.",Central,Nature/Scenic,1,-,-,-,-,-,Yes,6.947807422,80.64780104,,,,,
Laxapana Falls (nearby),Nuwara Eliya,"A powerful waterfall located near Nuwara Eliya, known for its height and the hydroelectric power station nearby.",Central,Nature/Scenic,2,-,-,-,-,-,Yes,6.899744142,80.50104192,,,,,
Randenigala Reservoir,Nuwara Eliya,"A large reservoir providing beautiful water views, opportunities for birdwatching, and a peaceful retreat near Nuwara Eliya.",Central,Nature/Scenic,2,-,-,-,-,-,Yes,7.191663199,80.82232198,,,,,
Hakgala Mountain,Nuwara Eliya,A prominent mountain peak offering panoramic views and access to the nearby Hakgala Botanical Gardens and nature trails.,Central,Nature/Scenic,3,-,-,-,-,-,Yes,6.918520048,80.81251563,,,,,
Nanu Oya Valley,Nuwara Eliya,"A lush valley with tea plantations and cool breezes, often admired for scenic train views. Ideal for photography and peaceful walks.",Central,Scenic/Nature,2,-,-,-,-,-,Yes,6.945888776,80.73863607,,,,,
Victoria Dam View Point,Nuwara Eliya,"A panoramic viewpoint overlooking the impressive Victoria Dam, where you can witness engineering marvels blending into natural landscapes.",Central,Scenic/Engineering,1,-,-,-,-,-,Yes,7.237997236,80.78545396,,,,,
Nuwara Eliya Post Office,Nuwara Eliya,"One of Sri Lanka’s oldest post offices with red-brick Tudor-style architecture, now a landmark in the town. Still active and photogenic.",Central,Historical/Urban,1,-,-,-,-,-,Yes,6.971731529,80.7663608,,,,,
Sita Amman Temple,Nuwara Eliya,A spiritual Hindu temple believed to be where Sita was held during the Ramayana; adorned with colorful statues and peaceful gardens.,Central,Religious/Cultural,1,-,-,-,-,-,Yes,6.9332602,80.81050614,,,,,
Galboda Falls,Nuwara Eliya,"A secluded and powerful waterfall located off the beaten path, accessible via a scenic train ride and short hike. Surrounded by forest.",Central,Nature/Waterfall,2,-,-,-,-,-,Yes,6.975804558,80.54264395,,,,,
Ramboda Pass,Nuwara Eliya,"A scenic mountain pass offering spectacular views, tea plantations, and access to nearby waterfalls like Ramboda Falls.",Central,Scenic/Travel Route,1,-,-,-,-,-,Yes,6.999077632,80.75713629,,,,,
Nuwara Eliya Golf Course Area,Nuwara Eliya,"Surrounding the historic golf course, this area offers colonial architecture, manicured landscapes, and cool-weather leisure activities.",Central,Recreation/Urban,1,1000,500,500,250,250,No,6.971916541,80.7657223,,,,,
Kotmale Reservoir (nearby),Nuwara Eliya,"A vast reservoir with viewpoints and nearby shrines, known for its scenic surroundings and role in hydroelectricity.",Central,Scenic/Engineering,1,-,-,-,-,-,Yes,7.059928024,80.6661946,,,,,
Ella Rock (nearby),Nuwara Eliya,A famous hiking destination in nearby Badulla District offering panoramic views of the hill country and deep valleys. Challenging trail.,Uva,Nature/Adventure,4,-,-,-,-,-,Yes,6.856588032,81.05309086,,,,,
Hakgala Mountain Range Trails,Nuwara Eliya,"A collection of forested trails winding around Hakgala Mountain, offering birdwatching, flora exploration, and scenic vistas.",Central,Nature/Hiking,3,-,-,-,-,-,Yes,6.917838402,80.81388892,,,,,
Deegavapiya Stupa,Ampara,"An ancient Buddhist stupa believed to be visited by Lord Buddha himself, deeply revered and surrounded by serene nature. A peaceful pilgrimage site.",Eastern,Religious/Historical,1,-,-,-,-,-,Yes,7.286797459,81.78574359,,,,,
Lahugala Magul Maha Viharaya,Ampara,"A historic temple dating back over 2000 years, set amidst a forest reserve with rich wildlife. Features unique moonstones and ancient ruins.",Eastern,Religious/Historical,2,-,-,-,-,-,Yes,6.867538827,81.73664117,,,,,
Rajagala Monastery,Ampara,"A sprawling archaeological site with ancient monastic ruins, inscriptions, and forested paths. Ideal for heritage exploration and trekking.",Eastern,Historical/Archaeology,3,-,-,-,-,-,Yes,7.490913773,81.61617833,,,,,
